etapa,anos_series,tipo_associacao,componente,sigla,codigo,descricao,unidade_tematica,objeto_conhecimento,origem,escopo,fonte_documento,fonte_pagina
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG101,"Compreender e analisar processos de produção e circulação de discursos nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.",,Matrizes estéticas e culturais do período préhistórico e os diferentes modos pelos quais elas são revisitadas nos processos de produções artísticas na atualidade.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,160
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG101,"Compreender e analisar processos deprodução e circulação de discursos, nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.",,"Aspectos éticos, estéticos e políticos, em textos e produções artísticas e culturais no estado de Mato Grosso do Sul; Movimentos corporais relacionados à dança e à música em Mato Grosso do Sul.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,175
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG105,"Analisar e experimentar diversos processos de remidiação de produções multissemióticas, multimídia e transmídia,desenvolvendo diferentes modos de participação e intervenção social.",,"A influência estética do período Barroco na composição da fotografia na atualidade: retratos, cenas do cotidiano e imagens religiosas; Linguagens e",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,172
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG201,"Utilizar as diversas linguagens (artísticas corporais e verbais) em diferentes contextos,valorizandoas como fenômeno social, cultural, histórico, variável, heterogêneo e sensível aos contextos de uso.",,,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,163
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG604,"Relacionar as práticas artísticas às diferentes dimensões da vida social, cultural, política e econômica e identificar o processo de construção histórica dessas práticas.",,"Contextos de produção, circulação e recepção das produções e manifestações artísticas do Renascimento; Apreciação de aspectos éticos, estéticos e",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,169
EM,EM1,CURRICULAR,Arte,ARTE,MS.EM13LGG701,"Explorar Tecnologias Digitais da Informação e Comunicação (TDIC), compreendendo seus princípios e funcionalidades, e utilizá-las de modo ético, criativo, responsável e adequado a em diferentes contextos.",,"éticos, estéticos e políticos, em textos e produções artísticas e culturais.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,169
EM,EM1|EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG102,"Analisar visões do mundo, conflitos de interesse, preconceitos e ideologias presentes nos discursos veiculados nas diferentes mídias, ampliando suas possibilidades de explicação, interpretação e intervenção crítica da/na realidade.",,"As linguagens artísticas da arte africana, como forma de comunicação, fruição e problematização de grupos sociais e seus valores.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,163
EM,EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG101,"Compreender e analisar processos de produção e circulação de discursos, nas diferentes linguagens, para fazer escolhas fundamentadas em função de interesses pessoais e coletivos.",,"Materialidade de diferentes propostas de Arte, (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação), processos de criação individuais",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,181
EM,EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG103,"Analisar o funcionamento das linguagens, para interpretar e produzir criticamente discursos em textos de diversas semioses (visuais, verbais, sonoras, gestuais).",,"Elementos, materialidades e processos de criação artísticos, musicais, textuais e corporais da Música no Brasil e da Música Popular Brasileira;",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,179
EM,EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG301,"Participar de processos de produção individual e colaborativa em diferentes linguagens(artísticas, corporais e verbais), levando em conta suas formas e seus funcionamentos, para produzir sentidos em diferentes contextos.",,na Europa.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,185
EM,EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG302,"Posicionar-se criticamente diante de diversas visões de mundo presentes nos discursos em diferentes linguagens, levando em conta seus contextos de produção e de circulação.",,"Processos criativos e artísticos na composição e experimentação de práticas na cultura Pop, OP, Hard Edge e Minimalismo, com intencionalidade; uso",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,177
EM,EM2,CURRICULAR,Arte,ARTE,MS.EM13LGG602,"Fruir e apreciar esteticamente diversas manifestações artísticas e culturais, das locais às mundiais, assim como delas participar, de modo a aguçar continuamentea sensibilidade, a imaginação e a criatividade.",,"Aspectos éticos, estéticos e políticos em textos e produções artísticas e culturais nas obras de arte do Expressionismo Abstrato.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,187
EM,EM2|EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG704,"Apropriar-se criticamente de processos de pesquisa e busca de informação, por meio de ferramentas e dos novos formatos de produção e distribuição do conhecimento na cultura de rede.",,"Processos de criação artística do séc. XIX, na Europa e registros de manifestações públicas sociais; Contextos de produção, circulação e recepção de criações artísticas.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,183
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG202,"Analisar interesses, relações de poder e perspectivas de mundo nos discursos das diversas (artísticas, corporais e verbais), compreendendo criticamente o modo como circulam, constituem-se e (re)produzem significação e ideologias.",,Aspectos artísticos e Culturais da Semana da Arte Moderna e do Modernismo no Brasil; Linguagens artísticas e seu desenvolvimento histórico e cultural.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,191
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG203,"Analisar os diálogos e os processos de disputa por legitimidade nas práticas de linguagem e em suas produções (artísticas, corporais e verbais).",,"Elementos da linguagem visual e cênica; Arte Ocidental e Oriental, artistas",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,195
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG204,"Dialogar e produzir entendimento mútuo, nas diversas linguagens (artísticas, corporais e verbais), com vistas ao interesse comum pautado em princípios e valores de equidade assentados na democracia e nos Direitos Humanos.",,História e evolução da Publicidade e Propaganda no Brasil e no Mundo; Processos de criação colaborativa em práticas artísticas de diferentes grupos.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,199
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG303,"Debater questões polêmicas de relevância social, analisando diferentes argumentos e opiniões, para formular, negociar e sustentar posições, frente à análise de perspectivas distintas.",,,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,199
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG401,"Analisar criticamente textos de modo a compreender e caracterizar as línguas como fenômeno (geo)político, histórico, social, cultural, variável, heterogêneo e sensível aos contextos de uso.",,"Historicidade da fotografia: linguagens visuais; contexto de produção, circulação e recepção.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,193
EM,EM3,CURRICULAR,Arte,ARTE,MS.EM13LGG6.n.01,"Compreender e analisar aspectos artístico-literários e linguísticos da cultura sul-mato-grossense, a fim de enfatizar a importância de conhecer e preservar a memória local.",,"Linguagens artísticas; diferentes matrizes estéticas e culturais; patrimônio artístico regional; aspectos éticos, estéticos e políticos da cultura indígena e regional, no Estado de Mato Grosso do Sul.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,189
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT101,"Analisar e representar, com ou sem o uso de dispositivos e de aplicativos digitais específicos, as transformações e conservações em sistemas que envolvam quantidade de matéria, de energia e de movimento para realizar previsões sobre seus comportamentos em situações cotidianas e em processos produtivos que priorizem o desenvolvimento sustentável, uso consciente dos recursos naturais e a preservação da vida em todas as suas formas.",,Introdução ao estudo da Ecologia como uma ciência responsável pelo entendimento dos biomas e a necessidade de equilíbrio neles e entre eles; Compreensão do fluxo de energia nas cadeias tróficas e ciclos biogeoquímicos nos ecossistemas. MATÉRIA E ENERGIA,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,312
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT104,"Avaliar os benefícios e os riscos à saúde ao ambiente, considerando a composição, a toxicidade e a reatividade de diferentes materiais e produtos, como também o nível de exposição a eles, posicionando-se criticamente e propondo soluções individuais e/ou coletivas para seus usos e descartes responsáveis.",,"Com a análise de materiais usados no cotidiano, como cosméticos, produtos de limpeza, medicamentos, dentre outros, propor o estudo de substâncias utilizadas no âmbito domiciliar que podem ser nocivas à saúde. Para compreender os processos de contaminação, intoxicação, equilíbrio e defesa do organismo, sugere-se, ainda, a reelaboração de rótulos de produtos de uso cotidiano, com linguagem de fácil entendimento, para reconhecer o uso adequado e responsável dos produtos disponíveis, como prevenção quanto aos riscos de intoxicação e automedicação.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,315
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT105,"Analisar os ciclos biogeoquímicos e interpretar os efeitos de fenômenos naturais e da interferência humana sobre esses ciclos, para promover ações individuais e/ou coletivas que minimizem consequências nocivas à vida.",,"Ciclos biogeoquímicos e o equilíbrio entre os meios bióticos e abióticos nos processos naturais e/ou artificiais (efeito estufa, aquecimento global, camada de ozônio e chuvas ácidas); Proposições de ações individuais e/ou coletivas em questões ambientais relacionadas aos ciclos.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,314
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT201,"Analisar e discutir modelos, teorias e leis propostos em diferentes épocas e culturas para comparar distintas explicações sobre o surgimento e a evolução da Vida, da Terra e do Universo com as teorias científicas aceitas atualmente.",,"Reconhecimento das diversas explicações sobre o surgimento da vida; Discussão sobre o surgimento da vida, tendo em vista o conhecimento popular e científico ao longo da história; Impactos das teorias científicas em relação às interpretações do processo evolutivo.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,307
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT202,"Analisar as diversas formas de manifestação da vida em seus diferentes níveis de organização, bem como as condições ambientais favoráveis e os fatores limitantes a elas, com ou sem o uso dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).",,"Análise das principais características dos diferentes grupos de seres vivos, em relação ao seu habitat; Estudo dos fatores favoráveis e limitantes para a sobrevivência de diferentes espécies e possíveis adaptações.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,310
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT204,"Elaborar explicações, previsões e cálculos a respeito dos movimentos de objetos na Terra, no Sistema Solar e no Universo com base na análise das interações gravitacionais, com ou sem uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).",,"Compreensão da Astrobiologia como ciência de estudo dos fatores bióticos e abióticos no desenvolvimento da vida na terra e no Universo; Estudo das condições para a formação, existência e continuidade da vida na Terra; Papel da gravidade na existência e na manutenção da vida na Terra e no Universo.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,309
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT207,"Identificar, analisar e discutir vulnerabilidades vinculadas às vivências e aos desafios contemporâneos aos quais as juventudes estão expostas, considerando os aspectos físico, psicoemocional e social, a fim de desenvolver e divulgar ações de prevenção e de promoção da saúde e do bem-estar. 5.6.2. Ciências da Natureza Competências Específicas 1. Analisar fenômenos naturais matéria e energia, para minimizem impactos socioambientais global. 2. Analisar e utilizar interpretações argumentos, realizar previsões fundamentar e defender 3. Investigar situações-problema implicações no mundo, utilizando propor soluções que considerem e conclusões a públicos digitais de informação e",,"Análise de informações e influências das vulnerabilidades ligadas às práticas e experiências da juventude com relação aos riscos da automedicação, drogas lícitas e ilícitas, sexualidade e Infecções Sexualmente Transmissíveis (ISTs); A morfofisiologia e as características dos sistemas nervoso e endócrino.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,316
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT208,"Aplicar os princípios da evolução biológica para analisar a história humana, considerando sua origem, diversificação, dispersão pelo planeta e diferentes formas de interação com a natureza, valorizando e respeitando a diversidade étnica e cultural humana.",,Interpretação e análise das teorias de evolução humana e explicações de possíveis trajetórias da humanidade e suas diferenças biológicas; Investigação da ocupação e distribuição geológica dos processos de extinção e adaptações das populações.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,311
EM,EM1,CURRICULAR,Biologia,BIO,MS.EM13CNT209,"Analisar a evolução estelar associando-a aos modelos de origem e distribuição dos elementos químicos no Universo, compreendendo suas relações com as condições necessárias ao surgimento de sistemas solares e planetários, suas estruturas e composições e as possibilidades de existência de vida, utilizando representações e simulações, com ou sem o uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros.",,"Astrobiologia: estudo das possibilidades de vida no Universo a partir das moléculas precursoras até o surgimento dos organismos primitivos; prováveis origens, composição química, dentre outros aspectos.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,308
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT102,"Realizar previsões, avaliar intervenções e/ou construir protótipos de sistemas térmicos que visem à sustentabilidade, considerando sua composição e os efeitos das variáveis termodinâmicas sobre seu funcionamento, considerando também o uso de tecnologias digitais que auxiliem no cálculo de estimativas e no apoio à construção dos protótipos.",,"Estudo dos efeitos da intervenção humana no aquecimento ambiental, nos âmbitos local, regional e mundial; Previsão dos reflexos na natureza, quanto aos VIDA, TERRA E COSMOS benefícios e malefícios, das intervenções e a necessidade do equilíbrio térmico.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,319
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT106,"Avaliar, com ou sem o uso de dispositivos e aplicativos digitais, tecnologias possíveis soluções para as demandas que envolvem a geração, o transporte, a distribuição e o consumo de energia elétrica, considerando disponibilidade de recursos, a eficiência energética, a relação custo/benefício, as características geográficas e ambientais, a produção de resíduos e os impactos socioambientais e culturais. EIXO",,"Reconhecimento das fontes de energias renováveis e não renováveis; Análise e reconhecimento de soluções viáveis ecologicamente e economicamente em diversas atividades humanas: destinação de resíduos, otimização de energia e seus impactos sociais.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,322
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT107,"Realizar previsões qualitativas e quantitativas sobre o funcionamento de geradores, motores elétricos e seus componentes, bobinas, transformadores, pilhas, baterias e dispositivos eletrônicos, com base na análise dos processos transformação e condução de energia envolvidos - com ou sem o uso de dispositivos e aplicativos digitais -, para propor ações que visem a sustentabilidade.",,"Abordagem dos impactos ambientais de relevância local, regional e nacional, relacionados ao gerenciamento do lixo eletroeletrônico; Discriminação e discussão de possibilidades tecnológicas inovadoras e sustentáveis, em concordância aos 8 Rs. (refletir, reduzir, reutilizar, reciclar, respeitar, reparar, responsabilizar-se, repassar).",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,321
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT203,"Avaliar e prever efeitos de intervenções nos ecossistemas, e seus impactos nos seres vivos e no corpo humano, com base nos mecanismos de manutenção da vida, nos ciclos da matéria e nas transformações e transferências de energia, utilizando representações e simulações sobre tais fatores, com ou sem uso de dispositivos e aplicativos digitais (como softwares de simulação e de realidade virtual, entre outros).",,Identificação das possíveis intervenções humanas e/ou naturais nos ecossistemas; Interpretação das influências positivas e/ou negativas de impacto na biodiversidade e nas interações ecológicas.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,318
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT306,"Avaliar os riscos envolvidos em atividades cotidianas, aplicando conhecimento das Ciências da Natureza, para justificar o uso equipamentos e recursos, bem como comportamentos de segurança, visando à integridade física, individual e coletiva, e socioambiental, podendo fazer uso de dispositivos e aplicativos digitais que viabilizem a estruturação de simulações de riscos. EIXO",,"Abordagem de diferentes aspectos de segurança individual e/ou coletiva em relação aos perigos na execução de atividades cotidianas, com destaque aos impactos nos sistemas respiratório, digestório, tegumentar, dentre outros.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,326
EM,EM2,CURRICULAR,Biologia,BIO,MS.EM13CNT309,"Analisar questões socioambientais, políticas e econômicas relativas dependência do mundo atual relação aos recursos não renováveis e discutir a necessidade de introdução de alternativas e novas tecnologias energéticas materiais, comparando diferentes tipos de motores e processos de produção de novos materiais. EIXO",,Reconhecimento e análise de inovações tecnológicas utilizadas nos processos de geração de energia e na produção de materiais sustentáveis; Compreensão dos benefícios da utilização de tecnologias sustentáveis contra os impactos ambientais oriundos do aquecimento global e da poluição atmosférica.,CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,323
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT103,"Utilizar o conhecimento sobre as radiações e suas origens para avaliar as potencialidades e os riscos de sua aplicação em equipamentos de uso cotidiano, na saúde, no ambiente, na indústria, na agricultura e na geração de energia elétrica.",,"Conhecimento sobre emissão e deslocamento de partículas radioativas e reconhecimento de diferentes tipos de radiação; Análise das consequências benéficas e/ou maléficas da radiação nos organismos, como possíveis mutações, recombinações e variabilidades genéticas; Aplicações da radiação na medicina, na agricultura e na indústria.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,329
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT205,"Interpretar resultados e realizar previsões sobre atividades experimentais, fenômenos naturais e processos tecnológicos, com base nas noções de probabilidade e incerteza, reconhecendo os limites explicativos das ciências. EIXO",,"Introdução ao estudo da Genética: herança mendeliana, mutações, variabilidade e genética de população; Análise de dados com apoio da estatística e técnicas da bioinformática. VIDA TERRA E COSMOS",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,330
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT206,"Discutir a importância da preservação e conservação da biodiversidade, considerando parâmetros qualitativos e quantitativos, e avaliar os efeitos da ação humana e das políticas ambientais para garantia da sustentabilidade do planeta. EIXO",,"Descrição e análise A partir ecológica de cultivos diversidade x influências densidade discutir populacional, sob uma de perspectiva gerencial implicações VIDA, TERRA E COSMOS Objetos de Conhecimento nas políticas públicas biodiversidade. ambientais; discussões Abordagem sobre os custos protocolos impactos internacionais e meio observação dos criativa, princípios e impactos fundamentos da digitais, preservação e integração conservação. (MS.EM13CHS302).",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,333
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT301,"Construir questões, elaborar hipóteses, previsões e estimativas, empregar instrumentos de medição e representar e interpretar modelos explicativos, dados e/ou resultados experimentais para construir, avaliar e justificar conclusões no enfrentamento de situações-problema sob uma perspectiva científica. EIXO",,"Compreensão das etapas do método científico (observação, hipótese, método, experimento, análise dos dados, divulgação e argumentação); Análise de estudos científicos, com foco em temas voltados para a imunização ativa e passiva e para teorias relevantes como a celular, microbiana, evolutiva, dentre outras.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,337
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT302,"Comunicar, para públicos variados, em diversos contextos, resultados de análises, pesquisas e/ou experimentos elaborando e/ou interpretando textos, gráficos, tabelas, símbolos, códigos, sistemas de classificação e equações, por meio de diferentes linguagens, mídias, tecnologias digitais de informação e comunicação (TDIC), de modo a participar e/ou promover debates em torno de temas científicos e/ou tecnológicos de relevância sociocultural e ambiental. REFERÊNCIAS ABRAMOWICZ, M. Avaliação do Educação. PUC-Campinas. v.1. ADORNO, T. W. Educação e Emancipação. AFONSO, A. J. Avaliação educacional: – Editora Cortez- 3 edição- São ANDRÉ, C. F. O pensamento computacional In: teccogs – Revista Digital de APEL, K.O.. Ética e responsabilidade: 258.. APEL, K. O. Teoría de la verdad APPLE, M. W.. Ideologia e currículo. APPLE, M. Reestruturação educativa pp. 5-33, Jan/jun. 2001 (disponível ARENDT, H. Entre o passado e ARROYO, M. G. Experiências de práticas. Campinas: Papirus, 2001. Atividades de aprendizagem: Grande -MS: SED/MS, 2018. BACICH. L; MORAN, J. Metodologias Penso, 2018. BARBOSA, A. M. Tópicos utópicos. BELLONI, M. L. Educação a Distância. BICUDO, M. A. V. (org). Pesquisa Boletim de Educação Matemática, https://www.periodicos.rc.biblioteca.unesp.br/index.php/bolema/article/view/10608. BRASIL. Lei 4.024, de 20 de dezembro Página 51 Vol. 7, 27 de jan. de dezembro-1961-353722-publicacaooriginal-1-pl.html>. BRASIL. Ministério de Educação da Educação Nacional. Brasília Câmara dos Deputados. Decreto ENEF. Brasília: MEC, 2010. CAMARGO, F; DÁRIOS, T. A sala Alegre: Penso, 2018. CANDIDO, A. O direito à literatura. CARVALHO, A. M. P. de; et al. Ensino Paulo: Cengage Learning, 2013. Congresso Nacional. Constituição Congresso Nacional, 1988. Disponível de agosto de 2020. Conselho Nacional de Educação. Nacional Comum Curricular, a Educação Básica. Diário Oficial Conselho Nacional de Educação; Diretrizes Curriculares Nacionais Conselho Nacional de Educação; Nacional Comum Curricular na Conselho Nacional de Educação; Diretrizes Curriculares Nacionais Conselho Nacional de Educação; Curriculares Nacionais para o Ensino /resolucao-cne/cp-n-1-de-5-de-janeiro-de-2021-297767578>. CORTINA, A. Razón comunicativa Sígueme, 1988. COSCARELLI, C; RIBEIRO, A. E. Editora, 2014. D’ AMBROSIO, U. Educação Matemática: https://www.uricer.edu.br/site/pdfs/perspectiva/160_739.pdf. DANTE, L. R. Matemática Contexto DAVEL, M. A. N. Alfabetização Florianópolis, Santa Catarina: XV de Santa Catarina 3 a 6 de julho Decreto-lei n. 4.887, de 20 de novembro DEMO, P. Educação e qualidade. DEMO, P. Metodologia do conhecimento Diário Oficial Eletrônico n. 10.097. em: <https://www.spdo.ms.gov.br/diariodoe/Index/Download/DO10097_19_02_2020>. DUSSEL, E. D.. Para uma ética 1977]. FERREIRA, C. A. A Flexibilidade Pessoa, v. 13, n. 2, 2020, pp. 316-325 https://periodicos.ufpb.br/ojs2/index.php/rec/article/view/45563/31048). FERREIRA, H. B.; REES, D. K. Educação 40, n. 1, p. 229-251, mar. 2015. FIGUEIREDO, H. de F. e P.; LIMA, FIORENTINI, D. Alguns Modos DOI:https://doi.org/10.20396/zet.v3i4.8646877. https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/article/view/8646877/15035 FLEMMING, D. M. Tendências FREIRE, P. Pedagogia do oprimido. GADOTTI, M. Educação integral GERALDI, J. W. A aula como acontecimento.",,"Promover a importância de temas relacionados à comunicação como parte das etapas de pesquisa científica; Divulgação de pesquisas científicas referentes a diferentes temáticas de relevância no contexto da biologia, como a vacinação, o desenvolvimento sustentável, a agroecologia, o equilíbrio ambiental, dentre outros temas atuais; Elaboração de estratégias de comunicação, utilizando-se de diferentes gêneros discursivos em articulação com as TDIC.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,338
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT303,"Interpretar textos de divulgação científica que tratem de temáticas das Ciências da Natureza, disponíveis em diferentes mídias, considerando a apresentação dos dados, tanto na forma de textos como em equações, gráficos e/ou tabelas, a consistência dos argumentos e a coerência das conclusões, visando construir estratégias de seleção de fontes confiáveis de informações. EIXO",,"Reconhecimento e interpretação de informações e produções de temas relevantes em Ciências da Natureza; Discussão de temas relevantes como educação ambiental, biodiversidade, saúde, seleção de fontes confiáveis de informação, fake news, dentre outros.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,336
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT304,"Analisar e debater situações controversas sobre a aplicação de conhecimentos da área de Ciências da Natureza (tais como tecnologia do DNA, tratamentos com célulastronco, neurotecnologias, produção de tecnologias de defesa, estratégias de controle de pragas entre outros), com base em argumentos consistentes, legais éticos e EIXO responsáveis, distinguindo diferentes pontos de vista.",,"Reconhecimento da Levantamento estrutura celular e seu maior funcionamento, com manipulação ênfase nas técnicas de possibilidades. manipulação do DNA em estudos, diferentes espécies, legais discutindo, de forma Pode-se responsável, o uso na diferentes produção de alimentos, na forma saúde e na Biotecnologia. socialização discutidos. respeito meio coletivamente. E PRÁTICAS EM Objetos de Conhecimento",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,331
EM,EM3,CURRICULAR,Biologia,BIO,MS.EM13CNT307,"Analisar as propriedades dos materiais para avaliar a adequação de seu uso em diferentes aplicações (industriais, cotidianas, arquitetônicas e/ou tecnológicas) e/ou propor soluções seguras e sustentáveis, considerando seu contexto local e cotidiano. EIXO",,"Estudo do desenvolvimento de tecnologias alternativas, sustentáveis e inovadoras de produtos e equipamentos usados nos processos industriais, na agricultura, na pecuária, dentre outros.",CURRICULO_REFERENCIA_MS_EM_V1_1,CURRICULO_COMPLETO,CURRICULO_REFERENCIA_MS_EM_V1_1,335
